source	target	weight
Nitrogen	Phosphorus	2
Nitrogen	Urea	1
Phosphorus	Shoot	1
Phosphorus	Urea	1
Phosphorus	Yield (engineering)	5
Shoot	Urea	1
Urea	Yield (engineering)	1
Agronomy	Artificial intelligence	2
Agronomy	Ground truth	1
Agronomy	Scale (ratio)	1
Artificial intelligence	Cartography	3
Artificial intelligence	Crop	3
Artificial intelligence	Crop yield	1
Artificial intelligence	Geography	4
Artificial intelligence	Ground truth	3
Artificial intelligence	Physics	2
Artificial intelligence	Scale (ratio)	3
Artificial intelligence	Yield (engineering)	2
Cartography	Crop yield	1
Cartography	Physics	1
Cartography	Yield (engineering)	1
Crop	Ground truth	2
Crop	Scale (ratio)	3
Crop yield	Ground truth	1
Crop yield	Scale (ratio)	2
Geology	Ground truth	2
Geology	Physics	4
Ground truth	Yield (engineering)	1
Physics	Scale (ratio)	1
Scale (ratio)	Yield (engineering)	2
Bayesian probability	Computer science	1
Bayesian probability	Function (biology)	1
Bayesian probability	Moment (physics)	1
Bayesian probability	Range (aeronautics)	1
Computer science	Function (biology)	1
Computer science	Moment (physics)	1
Function (biology)	Mathematics	1
Function (biology)	Moment (physics)	1
Function (biology)	Range (aeronautics)	1
Function (biology)	Statistics	1
Mathematics	Moment (physics)	1
Moment (physics)	Range (aeronautics)	1
Moment (physics)	Statistics	1
Range (aeronautics)	Statistics	1
Agronomy	Arachis hypogaea	2
Agronomy	Potassium	2
Agronomy	Stoichiometry	1
Animal science	Arachis hypogaea	1
Animal science	Crop	1
Animal science	Crop yield	2
Animal science	Field experiment	1
Animal science	Nutrient	2
Animal science	Phosphorus	2
Animal science	Potassium	1
Animal science	Stoichiometry	1
Animal science	Yield (engineering)	5
Arachis hypogaea	Biology	2
Arachis hypogaea	Chemistry	1
Arachis hypogaea	Crop	2
Arachis hypogaea	Crop yield	1
Arachis hypogaea	Field experiment	1
Arachis hypogaea	Nitrogen	1
Arachis hypogaea	Nutrient	1
Arachis hypogaea	Phosphorus	1
Arachis hypogaea	Point of delivery	1
Arachis hypogaea	Potassium	1
Arachis hypogaea	Stoichiometry	1
Arachis hypogaea	Yield (engineering)	2
Biology	Potassium	2
Biology	Stoichiometry	1
Chemistry	Potassium	2
Chemistry	Stoichiometry	1
Crop	Field experiment	3
Crop	Point of delivery	2
Crop	Potassium	2
Crop	Stoichiometry	1
Crop yield	Phosphorus	4
Crop yield	Point of delivery	1
Crop yield	Potassium	1
Crop yield	Stoichiometry	1
Field experiment	Nutrient	1
Field experiment	Phosphorus	2
Field experiment	Point of delivery	2
Field experiment	Potassium	1
Field experiment	Stoichiometry	1
Nitrogen	Potassium	1
Nitrogen	Stoichiometry	1
Nutrient	Phosphorus	5
Nutrient	Point of delivery	1
Nutrient	Potassium	1
Nutrient	Stoichiometry	1
Phosphorus	Point of delivery	1
Phosphorus	Potassium	1
Phosphorus	Stoichiometry	1
Point of delivery	Potassium	1
Point of delivery	Stoichiometry	1
Point of delivery	Yield (engineering)	2
Potassium	Stoichiometry	1
Potassium	Yield (engineering)	1
Stoichiometry	Yield (engineering)	1
Agricultural economics	Environmental health	1
Agricultural economics	Household income	1
Agricultural economics	Market access	1
Agricultural economics	Population	1
Agricultural economics	Socioeconomic status	1
Agricultural economics	Unemployment	1
Agricultural productivity	Economic growth	4
Agricultural productivity	Environmental health	1
Agricultural productivity	Household income	1
Agricultural productivity	Market access	1
Agricultural productivity	Population	1
Agricultural productivity	Poverty	1
Agricultural productivity	Productivity	4
Agricultural productivity	Socioeconomic status	1
Agricultural productivity	Socioeconomics	1
Agricultural productivity	Unemployment	1
Agriculture	Environmental health	3
Agriculture	Household income	1
Agriculture	Market access	1
Agriculture	Socioeconomic status	1
Agriculture	Unemployment	1
Agroecology	Environmental health	1
Agroecology	Household income	1
Agroecology	Market access	1
Agroecology	Population	1
Agroecology	Production (economics)	1
Agroecology	Socioeconomic status	1
Agroecology	Unemployment	1
Business	Environmental health	1
Business	Household income	1
Business	Market access	1
Business	Socioeconomic status	1
Business	Unemployment	1
Economic growth	Environmental health	1
Economic growth	Household income	1
Economic growth	Market access	1
Economic growth	Population	1
Economic growth	Production (economics)	2
Economic growth	Socioeconomic status	1
Economic growth	Unemployment	1
Economics	Environmental health	2
Economics	Household income	1
Economics	Market access	1
Economics	Socioeconomic status	1
Economics	Unemployment	1
Environmental health	Food security	3
Environmental health	Geography	1
Environmental health	Household income	1
Environmental health	Livelihood	1
Environmental health	Market access	1
Environmental health	Population	3
Environmental health	Poverty	1
Environmental health	Production (economics)	1
Environmental health	Productivity	2
Environmental health	Socioeconomic status	1
Environmental health	Socioeconomics	1
Environmental health	Unemployment	1
Food security	Household income	1
Food security	Market access	1
Food security	Population	3
Food security	Socioeconomic status	1
Food security	Unemployment	1
Geography	Household income	1
Geography	Market access	1
Geography	Socioeconomic status	1
Geography	Unemployment	1
Household income	Livelihood	1
Household income	Market access	1
Household income	Population	1
Household income	Poverty	1
Household income	Production (economics)	1
Household income	Productivity	1
Household income	Socioeconomic status	1
Household income	Socioeconomics	1
Household income	Unemployment	1
Livelihood	Market access	1
Livelihood	Population	1
Livelihood	Production (economics)	1
Livelihood	Socioeconomic status	1
Livelihood	Unemployment	1
Market access	Population	1
Market access	Poverty	1
Market access	Production (economics)	1
Market access	Productivity	1
Market access	Socioeconomic status	1
Market access	Socioeconomics	1
Market access	Unemployment	1
Population	Poverty	1
Population	Production (economics)	1
Population	Productivity	2
Population	Socioeconomic status	1
Population	Socioeconomics	1
Population	Unemployment	1
Poverty	Production (economics)	1
Poverty	Socioeconomic status	1
Poverty	Unemployment	1
Production (economics)	Productivity	4
Production (economics)	Socioeconomic status	1
Production (economics)	Socioeconomics	1
Production (economics)	Unemployment	1
Productivity	Socioeconomic status	1
Productivity	Unemployment	1
Socioeconomic status	Socioeconomics	1
Socioeconomic status	Unemployment	1
Socioeconomics	Unemployment	1
Agronomy	Biochemistry	5
Agronomy	Fatty acid	2
Agronomy	Food science	4
Agronomy	Soybean oil	1
Animal science	Biochemistry	2
Animal science	Composition (language)	3
Animal science	Fatty acid	1
Animal science	Food science	3
Animal science	Horticulture	2
Animal science	Human fertilization	1
Animal science	Soybean oil	2
Biochemistry	Composition (language)	3
Biochemistry	Fatty acid	2
Biochemistry	Food science	1
Biochemistry	Horticulture	4
Biochemistry	Human fertilization	1
Biochemistry	Soybean oil	1
Biochemistry	Yield (engineering)	3
Biology	Fatty acid	2
Biology	Food science	5
Biology	Soybean oil	2
Composition (language)	Fatty acid	2
Composition (language)	Food science	3
Composition (language)	Horticulture	2
Composition (language)	Soybean oil	2
Fatty acid	Food science	1
Fatty acid	Horticulture	2
Fatty acid	Human fertilization	1
Fatty acid	Soybean oil	1
Fatty acid	Yield (engineering)	2
Food science	Horticulture	1
Food science	Human fertilization	1
Food science	Soybean oil	2
Food science	Yield (engineering)	2
Horticulture	Human fertilization	3
Horticulture	Soybean oil	1
Human fertilization	Soybean oil	1
Soybean oil	Yield (engineering)	1
Agronomy	Growing degree-day	1
Agronomy	photoperiodism	2
Biology	Growing degree-day	1
Biology	photoperiodism	2
Botany	Growing degree-day	1
Botany	Phenology	2
Botany	photoperiodism	1
Crop	Growing degree-day	1
Crop	Phenology	8
Crop	photoperiodism	1
Growing degree-day	Growing season	1
Growing degree-day	Horticulture	1
Growing degree-day	Hybrid	1
Growing degree-day	Phenology	1
Growing degree-day	photoperiodism	1
Growing season	Horticulture	2
Growing season	Hybrid	3
Growing season	photoperiodism	1
Horticulture	Hybrid	6
Horticulture	Phenology	3
Horticulture	photoperiodism	2
Hybrid	Phenology	3
Hybrid	photoperiodism	1
Phenology	photoperiodism	2
Agricultural engineering	Environmental engineering	1
Agricultural engineering	Irrigation scheduling	1
Agricultural engineering	Water content	2
Agricultural engineering	Water scarcity	1
Agronomy	Environmental engineering	1
Agronomy	Irrigation scheduling	1
Agronomy	Water resource management	1
Agronomy	Water resources	1
Agronomy	Water scarcity	1
Deficit irrigation	Environmental engineering	1
Deficit irrigation	Irrigation scheduling	1
Deficit irrigation	Soil science	1
Deficit irrigation	Soil water	1
Deficit irrigation	Water content	1
Deficit irrigation	Water scarcity	1
Ecology	Environmental engineering	1
Ecology	Irrigation scheduling	1
Ecology	Water resource management	1
Ecology	Water resources	1
Ecology	Water scarcity	1
Engineering	Environmental engineering	1
Engineering	Irrigation scheduling	1
Engineering	Water content	3
Engineering	Water scarcity	1
Environmental engineering	Environmental science	1
Environmental engineering	Irrigation	1
Environmental engineering	Irrigation management	1
Environmental engineering	Irrigation scheduling	1
Environmental engineering	Soil science	1
Environmental engineering	Soil water	1
Environmental engineering	Water content	1
Environmental engineering	Water resource management	1
Environmental engineering	Water resources	1
Environmental engineering	Water scarcity	1
Environmental science	Irrigation scheduling	1
Environmental science	Water scarcity	1
Irrigation	Irrigation scheduling	1
Irrigation	Water scarcity	1
Irrigation management	Irrigation scheduling	1
Irrigation management	Soil science	1
Irrigation management	Soil water	1
Irrigation management	Water content	1
Irrigation management	Water scarcity	1
Irrigation scheduling	Soil science	1
Irrigation scheduling	Soil water	1
Irrigation scheduling	Water content	1
Irrigation scheduling	Water resource management	1
Irrigation scheduling	Water resources	1
Irrigation scheduling	Water scarcity	1
Soil science	Water resource management	1
Soil science	Water resources	1
Soil science	Water scarcity	1
Soil water	Water resource management	1
Soil water	Water resources	1
Soil water	Water scarcity	1
Water content	Water resource management	1
Water content	Water resources	1
Water content	Water scarcity	1
Water resource management	Water scarcity	1
Water resources	Water scarcity	1
Calibration	Eddy covariance	1
Calibration	Environmental science	1
Calibration	Evapotranspiration	1
Calibration	Flux (metallurgy)	1
Calibration	Geography	1
Calibration	Geology	1
Calibration	Hydrology (agriculture)	1
Calibration	Mathematics	1
Calibration	Meteorology	1
Calibration	Remote sensing	1
Calibration	Satellite	1
Calibration	Simulation modeling	1
Eddy covariance	Evapotranspiration	1
Eddy covariance	Flux (metallurgy)	1
Eddy covariance	Geology	2
Eddy covariance	Mathematics	2
Eddy covariance	Remote sensing	2
Eddy covariance	Satellite	1
Eddy covariance	Simulation modeling	1
Environmental science	Flux (metallurgy)	1
Environmental science	Simulation modeling	2
Evapotranspiration	Flux (metallurgy)	1
Evapotranspiration	Mathematics	1
Evapotranspiration	Remote sensing	2
Evapotranspiration	Satellite	1
Evapotranspiration	Simulation modeling	1
Flux (metallurgy)	Geography	1
Flux (metallurgy)	Geology	1
Flux (metallurgy)	Hydrology (agriculture)	1
Flux (metallurgy)	Mathematics	1
Flux (metallurgy)	Meteorology	1
Flux (metallurgy)	Remote sensing	1
Flux (metallurgy)	Satellite	1
Flux (metallurgy)	Simulation modeling	1
Geography	Simulation modeling	2
Geology	Simulation modeling	1
Hydrology (agriculture)	Remote sensing	5
Hydrology (agriculture)	Satellite	4
Hydrology (agriculture)	Simulation modeling	1
Mathematics	Simulation modeling	2
Meteorology	Simulation modeling	1
Remote sensing	Simulation modeling	1
Satellite	Simulation modeling	1
Agronomy	Seasonality	1
Atmospheric sciences	Seasonality	1
Biology	Eddy covariance	1
Biology	Seasonality	1
Botany	Eddy covariance	1
Botany	Seasonality	1
Canopy	Seasonality	2
Chlorophyll fluorescence	Eddy covariance	1
Chlorophyll fluorescence	Seasonality	1
Ecology	Seasonality	1
Ecosystem	Leaf area index	1
Ecosystem	Photosynthetically active radiation	1
Ecosystem	Physics	1
Ecosystem	Seasonality	1
Eddy covariance	Leaf area index	1
Eddy covariance	Photosynthetically active radiation	1
Eddy covariance	Physics	2
Eddy covariance	Seasonality	1
Environmental science	Seasonality	1
Leaf area index	Photosynthesis	2
Leaf area index	Photosynthetically active radiation	2
Leaf area index	Primary production	1
Leaf area index	Seasonality	1
Photosynthesis	Seasonality	2
Photosynthetically active radiation	Primary production	1
Photosynthetically active radiation	Seasonality	1
Physics	Primary production	1
Physics	Seasonality	1
Primary production	Seasonality	1
Agronomy	Anthesis	3
Anthesis	Biology	3
Anthesis	Biomass (ecology)	1
Anthesis	Crop	2
Anthesis	Crop yield	1
Anthesis	Cultivar	2
Anthesis	Mathematics	2
Anthesis	Yield (engineering)	2
Biomass (ecology)	Crop yield	2
Biomass (ecology)	Cultivar	1
Agronomy	Germplasm	3
Biology	Germplasm	3
Genetic gain	Germplasm	2
Genetic gain	Grain yield	2
Genetic gain	Poaceae	1
Genetic gain	Zea mays	1
Genetic variation	Germplasm	1
Genetic variation	Grain yield	2
Genetic variation	Poaceae	1
Genetic variation	Zea mays	1
Germplasm	Grain yield	2
Germplasm	Hybrid	3
Germplasm	Poaceae	1
Germplasm	Yield (engineering)	2
Germplasm	Zea mays	1
Grain yield	Poaceae	1
Hybrid	Poaceae	1
Poaceae	Yield (engineering)	1
Poaceae	Zea mays	1
Agronomy	Veraison	1
Agronomy	Viticulture	2
Agronomy	Vitis vinifera	1
Agronomy	Wine	2
Biology	Veraison	1
Biology	Viticulture	2
Biology	Vitis vinifera	1
Biology	Wine	2
Chemistry	Veraison	1
Chemistry	Viticulture	2
Chemistry	Vitis vinifera	1
Chemistry	Wine	2
Cultivar	Fertilizer	2
Cultivar	Human fertilization	2
Cultivar	Phosphorus	2
Cultivar	Soil water	1
Cultivar	Veraison	1
Cultivar	Viticulture	2
Cultivar	Vitis vinifera	1
Cultivar	Wine	2
Ecology	Human fertilization	2
Ecology	Phosphorus	5
Ecology	Veraison	1
Ecology	Viticulture	2
Ecology	Vitis vinifera	1
Ecology	Wine	2
Fertilizer	Veraison	1
Fertilizer	Viticulture	1
Fertilizer	Vitis vinifera	1
Fertilizer	Wine	1
Horticulture	Veraison	1
Horticulture	Viticulture	1
Horticulture	Vitis vinifera	1
Horticulture	Wine	1
Human fertilization	Phosphorus	2
Human fertilization	Soil water	1
Human fertilization	Veraison	1
Human fertilization	Viticulture	1
Human fertilization	Vitis vinifera	1
Human fertilization	Wine	1
Phosphorus	Soil water	3
Phosphorus	Veraison	1
Phosphorus	Viticulture	2
Phosphorus	Vitis vinifera	1
Phosphorus	Wine	2
Soil water	Veraison	1
Soil water	Viticulture	1
Soil water	Vitis vinifera	1
Soil water	Wine	1
Veraison	Viticulture	1
Veraison	Vitis vinifera	1
Veraison	Wine	1
Viticulture	Vitis vinifera	1
Viticulture	Wine	2
Vitis vinifera	Wine	1
Acclimatization	Antioxidant	1
Acclimatization	Biochemistry	1
Acclimatization	Biology	1
Acclimatization	Botany	1
Acclimatization	Catalase	1
Acclimatization	Chlorophyll	1
Acclimatization	Chlorophyll fluorescence	1
Acclimatization	Cold sensitivity	1
Acclimatization	Enzyme	1
Acclimatization	Glutathione	1
Acclimatization	Glutathione peroxidase	1
Acclimatization	Glutathione reductase	1
Acclimatization	Horticulture	1
Acclimatization	Ovule	1
Acclimatization	Photosynthesis	1
Acclimatization	Pollen	1
Acclimatization	Superoxide dismutase	1
Antioxidant	Biochemistry	2
Antioxidant	Biology	2
Antioxidant	Botany	2
Antioxidant	Catalase	2
Antioxidant	Chlorophyll	2
Antioxidant	Chlorophyll fluorescence	1
Antioxidant	Cold sensitivity	1
Antioxidant	Enzyme	1
Antioxidant	Glutathione	1
Antioxidant	Glutathione peroxidase	2
Antioxidant	Glutathione reductase	2
Antioxidant	Horticulture	2
Antioxidant	Ovule	1
Antioxidant	Photosynthesis	1
Antioxidant	Pollen	1
Antioxidant	Superoxide dismutase	1
Biochemistry	Botany	4
Biochemistry	Catalase	2
Biochemistry	Chlorophyll	2
Biochemistry	Chlorophyll fluorescence	1
Biochemistry	Cold sensitivity	1
Biochemistry	Enzyme	1
Biochemistry	Glutathione	1
Biochemistry	Glutathione peroxidase	2
Biochemistry	Glutathione reductase	2
Biochemistry	Ovule	1
Biochemistry	Photosynthesis	1
Biochemistry	Pollen	1
Biochemistry	Superoxide dismutase	1
Biology	Catalase	2
Biology	Cold sensitivity	1
Biology	Enzyme	1
Biology	Glutathione	1
Biology	Glutathione peroxidase	2
Biology	Glutathione reductase	2
Biology	Ovule	1
Biology	Pollen	1
Biology	Superoxide dismutase	1
Botany	Catalase	2
Botany	Cold sensitivity	1
Botany	Enzyme	1
Botany	Glutathione	1
Botany	Glutathione peroxidase	2
Botany	Glutathione reductase	2
Botany	Ovule	1
Botany	Pollen	1
Botany	Superoxide dismutase	1
Catalase	Chlorophyll	2
Catalase	Chlorophyll fluorescence	1
Catalase	Cold sensitivity	1
Catalase	Enzyme	1
Catalase	Glutathione	1
Catalase	Glutathione peroxidase	2
Catalase	Glutathione reductase	2
Catalase	Horticulture	2
Catalase	Ovule	1
Catalase	Photosynthesis	1
Catalase	Pollen	1
Catalase	Superoxide dismutase	1
Chlorophyll	Cold sensitivity	1
Chlorophyll	Enzyme	1
Chlorophyll	Glutathione	1
Chlorophyll	Glutathione peroxidase	2
Chlorophyll	Glutathione reductase	2
Chlorophyll	Ovule	1
Chlorophyll	Pollen	1
Chlorophyll	Superoxide dismutase	1
Chlorophyll fluorescence	Cold sensitivity	1
Chlorophyll fluorescence	Enzyme	1
Chlorophyll fluorescence	Glutathione	1
Chlorophyll fluorescence	Glutathione peroxidase	1
Chlorophyll fluorescence	Glutathione reductase	1
Chlorophyll fluorescence	Horticulture	1
Chlorophyll fluorescence	Ovule	1
Chlorophyll fluorescence	Pollen	1
Chlorophyll fluorescence	Superoxide dismutase	1
Cold sensitivity	Enzyme	1
Cold sensitivity	Glutathione	1
Cold sensitivity	Glutathione peroxidase	1
Cold sensitivity	Glutathione reductase	1
Cold sensitivity	Horticulture	1
Cold sensitivity	Ovule	1
Cold sensitivity	Photosynthesis	1
Cold sensitivity	Pollen	1
Cold sensitivity	Superoxide dismutase	1
Enzyme	Glutathione	1
Enzyme	Glutathione peroxidase	1
Enzyme	Glutathione reductase	1
Enzyme	Horticulture	1
Enzyme	Ovule	1
Enzyme	Photosynthesis	1
Enzyme	Pollen	1
Enzyme	Superoxide dismutase	1
Glutathione	Glutathione peroxidase	1
Glutathione	Glutathione reductase	1
Glutathione	Horticulture	1
Glutathione	Ovule	1
Glutathione	Photosynthesis	1
Glutathione	Pollen	1
Glutathione	Superoxide dismutase	1
Glutathione peroxidase	Glutathione reductase	2
Glutathione peroxidase	Horticulture	2
Glutathione peroxidase	Ovule	1
Glutathione peroxidase	Photosynthesis	1
Glutathione peroxidase	Pollen	1
Glutathione peroxidase	Superoxide dismutase	1
Glutathione reductase	Horticulture	2
Glutathione reductase	Ovule	1
Glutathione reductase	Photosynthesis	1
Glutathione reductase	Pollen	1
Glutathione reductase	Superoxide dismutase	1
Horticulture	Ovule	1
Horticulture	Pollen	1
Horticulture	Superoxide dismutase	1
Ovule	Photosynthesis	1
Ovule	Pollen	1
Ovule	Superoxide dismutase	1
Photosynthesis	Pollen	1
Photosynthesis	Superoxide dismutase	1
Pollen	Superoxide dismutase	1
Algorithm	Atmospheric correction	1
Algorithm	Hyperspectral imaging	1
Algorithm	Imaging spectrometer	1
Algorithm	Imaging spectroscopy	1
Algorithm	Optics	1
Algorithm	Reflectivity	1
Algorithm	Spectrometer	1
Artificial intelligence	Atmospheric correction	1
Artificial intelligence	Hyperspectral imaging	1
Artificial intelligence	Imaging spectrometer	1
Artificial intelligence	Imaging spectroscopy	1
Artificial intelligence	Key (lock)	2
Artificial intelligence	Optics	1
Artificial intelligence	Reflectivity	1
Artificial intelligence	Spectrometer	1
Atmospheric correction	Computer science	1
Atmospheric correction	Environmental science	1
Atmospheric correction	Geology	1
Atmospheric correction	Hyperspectral imaging	1
Atmospheric correction	Imaging spectrometer	1
Atmospheric correction	Imaging spectroscopy	1
Atmospheric correction	Key (lock)	1
Atmospheric correction	Optics	1
Atmospheric correction	Physics	1
Atmospheric correction	Reflectivity	1
Atmospheric correction	Remote sensing	1
Atmospheric correction	Spectrometer	1
Computer science	Imaging spectroscopy	1
Computer science	Optics	1
Computer science	Reflectivity	1
Environmental science	Imaging spectroscopy	1
Environmental science	Reflectivity	1
Geology	Imaging spectroscopy	1
Geology	Key (lock)	1
Geology	Optics	1
Geology	Reflectivity	1
Hyperspectral imaging	Imaging spectroscopy	1
Hyperspectral imaging	Key (lock)	1
Hyperspectral imaging	Reflectivity	1
Imaging spectrometer	Imaging spectroscopy	1
Imaging spectrometer	Key (lock)	1
Imaging spectrometer	Optics	1
Imaging spectrometer	Physics	1
Imaging spectrometer	Reflectivity	1
Imaging spectroscopy	Key (lock)	1
Imaging spectroscopy	Optics	1
Imaging spectroscopy	Physics	1
Imaging spectroscopy	Reflectivity	1
Imaging spectroscopy	Remote sensing	1
Imaging spectroscopy	Spectrometer	1
Key (lock)	Optics	1
Key (lock)	Reflectivity	1
Key (lock)	Remote sensing	1
Key (lock)	Spectrometer	1
Optics	Physics	2
Optics	Reflectivity	1
Optics	Spectrometer	1
Physics	Reflectivity	1
Physics	Spectrometer	1
Reflectivity	Remote sensing	1
Reflectivity	Spectrometer	1
Agriculture	Attenuation	1
Agriculture	Habit	1
Agriculture	Photosynthesis	1
Agriculture	Photosynthetically active radiation	2
Agriculture	Row crop	1
Agronomy	Attenuation	1
Agronomy	Habit	1
Agronomy	Optics	1
Agronomy	Row crop	1
Atmospheric sciences	Attenuation	1
Atmospheric sciences	Habit	1
Atmospheric sciences	Optics	1
Atmospheric sciences	Row crop	1
Attenuation	Biology	1
Attenuation	Botany	1
Attenuation	Canopy	1
Attenuation	Crop	1
Attenuation	Ecology	1
Attenuation	Environmental science	1
Attenuation	Habit	1
Attenuation	Leaf area index	1
Attenuation	Optics	1
Attenuation	Photosynthesis	1
Attenuation	Photosynthetically active radiation	1
Attenuation	Physics	1
Attenuation	Row crop	1
Attenuation	Yield (engineering)	1
Biology	Habit	1
Biology	Optics	1
Biology	Row crop	1
Botany	Habit	1
Botany	Optics	1
Botany	Row crop	1
Canopy	Habit	1
Canopy	Optics	1
Canopy	Row crop	1
Crop	Habit	1
Crop	Optics	1
Crop	Photosynthetically active radiation	2
Crop	Row crop	1
Ecology	Habit	1
Ecology	Optics	1
Ecology	Row crop	1
Environmental science	Habit	1
Environmental science	Row crop	1
Habit	Leaf area index	1
Habit	Optics	1
Habit	Photosynthesis	1
Habit	Photosynthetically active radiation	1
Habit	Physics	1
Habit	Row crop	1
Habit	Yield (engineering)	1
Leaf area index	Optics	1
Leaf area index	Row crop	1
Optics	Photosynthesis	1
Optics	Photosynthetically active radiation	1
Optics	Row crop	1
Optics	Yield (engineering)	1
Photosynthesis	Row crop	1
Photosynthetically active radiation	Row crop	1
Physics	Row crop	1
Row crop	Yield (engineering)	1
Agronomy	Grain quality	3
Agronomy	Starch	2
Agronomy	Test weight	1
Biology	Grain quality	3
Biology	Starch	2
Biology	Test weight	1
Crop	Food science	1
Crop	Germplasm	2
Crop	Grain quality	1
Crop	Starch	1
Crop	Test weight	2
Food science	Germplasm	1
Food science	Grain quality	2
Food science	Grain yield	1
Food science	Growing season	1
Food science	Hybrid	1
Food science	Materials science	1
Food science	Plant breeding	1
Food science	Starch	2
Food science	Test weight	1
Germplasm	Grain quality	1
Germplasm	Growing season	1
Germplasm	Materials science	1
Germplasm	Plant breeding	2
Germplasm	Starch	1
Germplasm	Test weight	1
Grain quality	Grain yield	1
Grain quality	Growing season	1
Grain quality	Hybrid	1
Grain quality	Materials science	1
Grain quality	Plant breeding	1
Grain quality	Starch	2
Grain quality	Test weight	1
Grain quality	Yield (engineering)	1
Grain yield	Growing season	2
Grain yield	Starch	1
Grain yield	Test weight	2
Growing season	Materials science	1
Growing season	Plant breeding	2
Growing season	Starch	1
Growing season	Test weight	1
Hybrid	Materials science	3
Hybrid	Starch	1
Hybrid	Test weight	2
Materials science	Plant breeding	1
Materials science	Starch	1
Materials science	Test weight	1
Plant breeding	Starch	1
Plant breeding	Test weight	1
Starch	Test weight	1
Starch	Yield (engineering)	1
Test weight	Yield (engineering)	2
Environmental science	Plant density	3
Index (typography)	Leaf area index	1
Index (typography)	Plant density	1
Index (typography)	Sowing	1
Index (typography)	Zea mays	1
Leaf area index	Plant density	2
Leaf area index	Sowing	4
Plant density	Sowing	6
Plant density	Zea mays	2
Sowing	Zea mays	4
Agronomy	Root (linguistics)	1
Biology	Root (linguistics)	1
Crop	Root (linguistics)	1
Horticulture	Root (linguistics)	1
Horticulture	Trait	2
Horticulture	Zea mays	2
Hybrid	Root (linguistics)	1
Hybrid	Trait	3
Root (linguistics)	Trait	1
Root (linguistics)	Zea mays	1
Trait	Zea mays	1
Agriculture	Climate model	1
Agriculture	Climatology	2
Agriculture	Forestry	1
Agriculture	Global warming	1
Agriculture	Temperate climate	1
Agriculture	Transpiration	1
Agriculture	Tropics	2
Agriculture	Vapour Pressure Deficit	1
Atmospheric sciences	Climate model	1
Atmospheric sciences	Cropping	1
Atmospheric sciences	Economics	1
Atmospheric sciences	Forestry	1
Atmospheric sciences	Productivity	1
Atmospheric sciences	Temperate climate	1
Atmospheric sciences	Tropics	1
Climate change	Climate model	1
Climate change	Forestry	2
Climate change	Productivity	4
Climate change	Temperate climate	1
Climate change	Tropics	1
Climate model	Climatology	1
Climate model	Crop	1
Climate model	Cropping	1
Climate model	Ecology	1
Climate model	Economics	1
Climate model	Environmental science	1
Climate model	Forestry	1
Climate model	Geography	1
Climate model	Global warming	1
Climate model	Meteorology	1
Climate model	Precipitation	1
Climate model	Productivity	1
Climate model	Temperate climate	1
Climate model	Transpiration	1
Climate model	Tropics	1
Climate model	Vapour Pressure Deficit	1
Climatology	Crop	2
Climatology	Cropping	1
Climatology	Economics	3
Climatology	Forestry	2
Climatology	Productivity	1
Climatology	Temperate climate	1
Climatology	Tropics	1
Crop	Global warming	2
Crop	Transpiration	1
Crop	Tropics	2
Crop	Vapour Pressure Deficit	1
Cropping	Forestry	1
Cropping	Global warming	1
Cropping	Meteorology	1
Cropping	Temperate climate	1
Cropping	Transpiration	1
Cropping	Tropics	2
Cropping	Vapour Pressure Deficit	1
Ecology	Forestry	3
Ecology	Tropics	2
Economics	Global warming	1
Economics	Meteorology	2
Economics	Precipitation	2
Economics	Temperate climate	1
Economics	Transpiration	1
Economics	Tropics	1
Economics	Vapour Pressure Deficit	1
Environmental science	Temperate climate	1
Environmental science	Tropics	2
Forestry	Global warming	1
Forestry	Meteorology	1
Forestry	Precipitation	1
Forestry	Productivity	2
Forestry	Temperate climate	1
Forestry	Transpiration	1
Forestry	Tropics	1
Forestry	Vapour Pressure Deficit	1
Geography	Temperate climate	1
Geography	Tropics	2
Global warming	Productivity	1
Global warming	Temperate climate	1
Global warming	Tropics	1
Meteorology	Productivity	2
Meteorology	Temperate climate	1
Meteorology	Tropics	1
Precipitation	Productivity	2
Precipitation	Temperate climate	1
Precipitation	Tropics	1
Productivity	Temperate climate	1
Productivity	Transpiration	1
Productivity	Tropics	1
Productivity	Vapour Pressure Deficit	1
Temperate climate	Transpiration	1
Temperate climate	Tropics	1
Temperate climate	Vapour Pressure Deficit	1
Transpiration	Tropics	1
Tropics	Vapour Pressure Deficit	1
Agricultural biodiversity	Agriculture	1
Agricultural biodiversity	Agroforestry	1
Agricultural biodiversity	Biodiversity	1
Agricultural biodiversity	Biodiversity conservation	1
Agricultural biodiversity	Biology	1
Agricultural biodiversity	Climate change	1
Agricultural biodiversity	Climate resilience	1
Agricultural biodiversity	Diversity (politics)	1
Agricultural biodiversity	Ecology	1
Agricultural biodiversity	Environmental planning	1
Agricultural biodiversity	Environmental resource management	1
Agricultural biodiversity	Environmental science	1
Agricultural biodiversity	Geography	1
Agricultural biodiversity	Political science	1
Agricultural biodiversity	Psychological resilience	1
Agricultural biodiversity	Resilience (materials science)	1
Agricultural biodiversity	Sustainability	1
Agriculture	Biodiversity	1
Agriculture	Biodiversity conservation	1
Agriculture	Climate resilience	2
Agriculture	Diversity (politics)	2
Agriculture	Psychological resilience	3
Agriculture	Resilience (materials science)	3
Agroforestry	Biodiversity	1
Agroforestry	Biodiversity conservation	1
