article_id,publication_year,publication_date,journal_display_name,author_type,topic_subfield,topic_field,topic_domain,type,language,source_type,oa_status,primary_topic_score,authors_count,countries_distinct_count,institutions_distinct_count,locations_count,referenced_works_count,apc_list_value_usd,apc_paid_value_usd,citation_norm_percentile,total_citations,is_oa,any_repository_has_fulltext,primary_location_is_oa,source_is_oa,source_is_in_doaj,source_is_core,has_fulltext,queried_author_is_corresponding,is_in_top_1_percent,is_in_top_10_percent,n_keywords,keywords_score_mean,keywords_score_max,sdgs,funders_count,mesh_count,title_word_count,abstract_word_count,citations_first_2y,citations_first_3y,normalized_3y_cites_exact,citations_per_year_3y,citations_year_1_exact,citations_year_2_exact,citations_first_2y_exact,normalized_2y_cites_exact
W3104274306,2020,2020-11-09,,middle,Environmental Engineering,Environmental Science,Physical Sciences,article,en,,gold,0.9957000017166138,7,1,7,1,88,,,0.97921463,101,1,0,1,0,0,0,0,0,0,1,19.0,0.43366921261737224,0.6280423402786255,1,0,0,8,185,16.0,53.0,17.666666666666668,17.666666666666668,12,36,48,48
W2898882281,2018,2018-10-30,Land Degradation and Development,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,green,0.9987000226974488,1,1,1,2,62,4740.0,,0.94370791,63,1,1,0,0,0,1,1,1,0,1,23.0,0.40176756096922833,0.7808489203453064,0,2,0,11,266,3.0,12.0,4.0,4.0,3,8,11,11
W4293577608,2022,2022-08-28,International Soil and Water Conservation Research,middle,Civil and Structural Engineering,Engineering,Physical Sciences,article,en,journal,diamond,0.9998000264167786,7,2,7,6,77,,,0.97025116,61,1,1,1,1,1,1,1,0,0,1,22.0,0.39130502397363837,0.6890435218811035,1,0,0,18,250,2.0,25.0,8.333333333333334,8.333333333333334,1,18,19,19
W4403649905,2024,2024-10-22,Earth system science data,first,Environmental Engineering,Environmental Science,Physical Sciences,article,en,journal,gold,0.9991000294685364,3,1,3,3,70,1509.0,1509.0,0.98952293,47,1,1,1,1,1,1,1,1,0,1,5.0,0.5157380878925324,0.8694692850112915,1,0,0,15,525,38.0,47.0,15.666666666666666,15.666666666666666,28,18,46,46
W4403231445,2024,2024-10-08,Carbon Management,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9926000237464904,8,4,8,5,196,1590.0,1590.0,0.94981835,15,1,1,1,1,1,1,1,1,0,1,15.0,0.3564365327358246,0.6229148507118225,0,0,0,17,2,8.0,15.0,5.0,5.0,5,10,15,15
W4391423483,2024,2024-02-01,Geoderma,middle,Environmental Engineering,Environmental Science,Physical Sciences,article,en,journal,gold,0.9983999729156494,4,1,4,3,56,2800.0,2800.0,0.90033868,14,1,1,1,1,1,1,1,0,0,1,13.0,0.36525920262703526,0.9285855293273926,1,3,0,18,340,11.0,14.0,4.666666666666667,4.666666666666667,6,6,12,12
W2795092029,2018,2018-03-27,Journal of Earth System Science,last,Civil and Structural Engineering,Engineering,Physical Sciences,article,en,journal,closed,0.9991999864578248,7,2,7,2,40,,,0.95921401,55,0,0,0,0,0,1,0,0,0,1,14.0,0.5017602273396083,0.9541061520576477,1,1,0,19,0,9.0,14.0,4.666666666666667,4.666666666666667,5,5,10,10
W2972577164,2019,2019-09-08,Progress in Physical Geography Earth and Environment,middle,Ecology,Environmental Science,Physical Sciences,article,en,journal,green,0.9987000226974488,15,6,15,5,50,,,0.95477025,49,1,1,0,0,0,1,1,0,0,1,9.0,0.392574710978402,0.7330873608589172,1,3,0,11,193,6.0,17.0,5.666666666666667,5.666666666666667,4,10,14,14
W3168985624,2021,2021-06-14,European Journal of Soil Science,middle,Environmental Engineering,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9966999888420104,4,1,4,2,37,4400.0,4400.0,0.88297341,38,1,1,1,0,0,1,0,0,0,0,13.0,0.4600041233576261,0.7159919142723083,1,0,0,10,332,11.0,16.0,5.333333333333333,5.333333333333333,5,8,13,13
W4249841823,2019,2019-09-16,,first,Environmental Engineering,Environmental Science,Physical Sciences,preprint,en,,gold,0.9976000189781188,3,1,3,1,9,,,0.844793,21,1,0,1,0,0,0,1,1,0,0,20.0,0.43072928488254547,0.6966981887817383,1,0,0,13,399,5.0,11.0,3.6666666666666665,3.6666666666666665,4,1,5,5
W3094107855,2020,2020-03-09,,middle,Environmental Engineering,Environmental Science,Physical Sciences,article,en,,gold,0.993499994277954,11,4,11,1,0,,,0.75385064,13,1,0,1,0,0,0,0,1,0,0,12.0,0.4045165479183197,0.7123871445655823,1,0,0,9,387,8.0,11.0,3.6666666666666665,3.6666666666666665,2,7,9,9
W3134843510,2021,2021-03-03,,middle,Environmental Engineering,Environmental Science,Physical Sciences,article,en,,gold,0.977299988269806,4,1,4,1,0,,,0.71027948,11,1,0,1,0,0,0,0,1,0,0,9.0,0.36577757861879134,0.43243178725242615,1,0,0,10,496,9.0,10.0,3.3333333333333335,3.3333333333333335,6,4,10,10
W4393232397,2024,2024-03-27,,first,Environmental Engineering,Environmental Science,Physical Sciences,preprint,en,,gold,0.8998000025749207,3,1,3,1,50,,,0.71038618,5,1,0,1,0,0,0,1,1,0,0,9.0,0.37082239654329086,0.8818868398666382,1,0,0,15,508,5.0,5.0,1.6666666666666667,1.6666666666666667,4,1,5,5
W4243736153,2020,2020-11-09,,middle,Environmental Engineering,Environmental Science,Physical Sciences,preprint,en,,closed,0.9175999760627748,7,0,7,1,0,,,0.23864446,3,0,0,0,0,0,0,0,0,0,0,3.0,0.3090554177761078,0.6988115906715393,0,0,0,11,0,0.0,0.0,0.0,0.0,0,0,0,0
W3138571393,2019,2019-04-01,Socio-Environmental Systems Modeling,middle,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,article,en,journal,green,0.4726999998092651,11,0,11,2,0,,,0.55450916,1,1,1,1,1,0,1,1,0,0,0,8.0,0.38126229867339134,0.6909400224685669,1,0,0,14,0,1.0,1.0,0.3333333333333333,0.3333333333333333,1,0,1,1
W2989690973,2019,2019-09-03,Socio-Environmental Systems Modeling,first,Environmental Engineering,Environmental Science,Physical Sciences,article,en,journal,green,0.9936000108718872,3,1,3,3,0,,,,6,1,1,1,1,0,1,0,1,0,0,19.0,0.43800206403983266,0.674390435218811,1,0,0,5,161,1.0,2.0,0.6666666666666666,0.6666666666666666,1,1,2,2
W4387294662,2024,2024-09-16,HAL (Le Centre pour la Communication Scientifique Directe),first,Materials Chemistry,Materials Science,Physical Sciences,preprint,en,repository,green,0.6394000053405762,8,4,8,3,0,,,,2,1,1,1,0,0,0,0,1,0,0,10.0,0.31834481954574584,0.534166157245636,1,0,0,19,94,2.0,2.0,0.6666666666666666,0.6666666666666666,1,1,2,2
W1566569107,2022,2022-01-21,Espaço e Geografia,middle,Water Science and Technology,Environmental Science,Physical Sciences,article,pt,journal,diamond,0.2416000068187713,4,1,4,1,0,,,0.37878788,7,1,0,1,1,0,0,1,0,0,0,3.0,0.27253270149230957,0.3568944036960602,0,0,0,17,353,1.0,1.0,0.3333333333333333,0.3333333333333333,1,0,1,1
W2792620322,2018,2018-02-08,Communications in Soil Science and Plant Analysis,first,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9994999766349792,2,1,2,1,30,,,0.79224868,3,0,0,0,0,0,1,0,0,0,0,13.0,0.4712062615614671,0.7270452976226807,1,0,0,9,229,1.0,2.0,0.6666666666666666,0.6666666666666666,0,1,1,1
W4394506950,2022,2022-01-01,Figshare,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,dataset,en,repository,green,0.6488000154495239,4,0,4,1,0,,,,0,1,1,1,0,0,0,0,0,0,0,11.0,0.43429927934299817,0.7625035047531128,0,0,0,15,191,0.0,0.0,0.0,0.0,0,0,0,0
W3129092892,2021,2021-01-28,Agriculture Ecosystems & Environment,middle,Pollution,Environmental Science,Physical Sciences,article,en,journal,closed,0.9990000128746032,10,2,10,1,67,3690.0,,0.8819172,54,0,0,0,0,0,1,0,0,0,0,13.0,0.5245786148768204,0.6576223969459534,1,0,0,21,0,19.0,32.0,10.666666666666666,10.666666666666666,10,9,19,19
W3092357636,2020,2020-10-11,Soil Biology and Biochemistry,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9983000159263612,7,2,7,1,116,4520.0,,0.99522,235,0,0,0,0,0,1,0,0,1,1,21.0,0.43630666392190115,0.734687089920044,1,2,0,17,0,15.0,55.0,18.333333333333332,18.333333333333332,7,40,47,47
W4387782520,2023,2023-10-19,Nature Communications,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9993000030517578,30,17,30,14,58,4808.0,4808.0,0.9987292,174,1,1,1,1,1,1,1,1,1,1,16.0,0.42134314589202404,0.7490355968475342,1,0,0,12,160,47.0,151.0,50.333333333333336,50.333333333333336,31,91,122,122
W2883365843,2018,2018-07-19,CATENA,middle,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,article,en,journal,green,0.9998999834060668,42,2,42,4,119,3580.0,,0.9949833,158,1,1,0,0,0,1,0,0,1,1,23.0,0.4386699147846388,0.8111458420753479,1,0,0,25,0,12.0,34.0,11.333333333333334,11.333333333333334,6,19,25,25
W3025185077,2020,2020-05-12,Global Change Biology,first,Ecology,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9968000054359436,1,1,1,3,74,4120.0,4120.0,0.99225133,138,1,1,1,0,0,1,0,1,1,1,15.0,0.48540331721305846,0.7643656730651855,1,1,0,13,286,24.0,52.0,17.333333333333332,17.333333333333332,9,32,41,41
W3005085880,2020,2020-02-05,Ecology,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9977999925613404,5,2,5,4,69,3600.0,3600.0,0.98858525,135,1,1,1,0,0,1,1,0,0,1,12.0,0.4394678324460983,0.854713499546051,0,0,0,14,300,19.0,37.0,12.333333333333334,12.333333333333334,4,16,20,20
W2809515086,2018,2018-06-18,CATENA,middle,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,article,en,journal,green,0.9994000196456908,31,2,31,6,145,3580.0,,0.97616163,134,1,1,0,0,0,1,0,0,0,1,19.0,0.4480974846764615,0.789016604423523,1,0,0,19,0,12.0,26.0,8.666666666666666,8.666666666666666,10,10,20,20
W2945245214,2019,2019-05-22,Soil Biology and Biochemistry,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9995999932289124,7,2,7,2,98,4520.0,,0.9878182,127,0,0,0,0,0,1,0,0,0,1,19.0,0.4564988252363707,0.6089726686477661,1,1,0,21,0,12.0,32.0,10.666666666666666,10.666666666666666,5,16,21,21
W3015507228,2020,2020-04-11,Soil Biology and Biochemistry,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9998000264167786,9,4,9,1,105,4520.0,,0.98416779,123,0,0,0,0,0,1,0,1,0,1,22.0,0.4773482788692821,0.7391470670700073,1,0,0,13,0,20.0,43.0,14.333333333333334,14.333333333333334,9,18,27,27
W2991397787,2019,2019-11-26,Frontiers in Environmental Science,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9991999864578248,11,4,11,5,81,2490.0,2210.0,0.98156159,119,1,1,1,1,1,1,0,1,0,1,13.0,0.47945178013581496,0.648971438407898,0,2,0,16,278,6.0,25.0,8.333333333333334,8.333333333333334,6,19,25,25
W2903967258,2018,2018-12-18,Soil Biology and Biochemistry,first,Environmental Chemistry,Environmental Science,Physical Sciences,article,en,journal,closed,0.9990000128746032,2,1,2,1,44,4520.0,,0.93113076,113,0,0,0,0,0,1,0,1,0,1,13.0,0.38265496492385864,0.6888223886489868,1,1,0,18,0,1.0,9.0,3.0,3.0,1,8,9,9
W3001460233,2020,2020-01-23,Biogeochemistry,first,Environmental Chemistry,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9998000264167786,1,1,1,5,79,3290.0,3290.0,0.97981691,94,1,1,1,0,0,1,1,1,0,1,16.0,0.4428230356425047,0.8445465564727783,1,1,0,10,279,23.0,44.0,14.666666666666666,14.666666666666666,8,19,27,27
W3002296830,2020,2020-01-27,Soil Biology and Biochemistry,last,Biomaterials,Materials Science,Physical Sciences,article,en,journal,closed,0.9987000226974488,3,1,3,2,51,4520.0,,0.95490724,90,0,0,0,0,0,1,0,1,0,1,18.0,0.43964985178576577,0.6604994535446167,1,1,0,17,0,22.0,40.0,13.333333333333334,13.333333333333334,5,20,25,25
W3193538315,2021,2021-08-20,Geoderma,first,Environmental Chemistry,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9994000196456908,5,5,5,2,77,2800.0,2800.0,0.96839464,87,1,1,1,0,1,1,1,1,0,1,17.0,0.5239031227195964,0.8126699328422546,1,1,0,12,368,10.0,25.0,8.333333333333334,8.333333333333334,6,12,18,18
W3135018621,2021,2021-03-06,Global Change Biology,middle,Nature and Landscape Conservation,Environmental Science,Physical Sciences,article,en,journal,bronze,0.9998000264167786,34,11,34,9,84,4120.0,,0.99648833,86,1,1,1,0,0,1,1,0,1,1,15.0,0.5321970582008362,0.8929986953735352,1,0,0,9,154,18.0,37.0,12.333333333333334,12.333333333333334,7,17,24,24
W3127334485,2021,2021-02-08,Soil Biology and Biochemistry,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9995999932289124,9,5,9,2,92,4520.0,,0.98190065,79,0,0,0,0,0,1,0,0,0,1,19.0,0.49954507225438166,0.7888050079345703,1,0,0,12,0,30.0,42.0,14.0,14.0,9,23,32,32
W2895888243,2018,2018-10-20,Biogeochemistry,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9993000030517578,8,4,8,3,108,3290.0,,0.93609598,75,0,0,0,0,0,1,0,0,0,1,22.0,0.42742957174777985,0.744887113571167,1,2,0,15,0,5.0,9.0,3.0,3.0,2,7,9,9
W3093054700,2020,2020-10-16,Soil Biology and Biochemistry,last,Geochemistry and Petrology,Earth and Planetary Sciences,Physical Sciences,article,en,journal,hybrid,0.9995999932289124,3,2,3,3,112,4520.0,4520.0,0.97631992,74,1,0,1,0,0,1,0,1,0,1,14.0,0.45459337532520294,0.7511379718780518,1,0,0,19,292,11.0,32.0,10.666666666666666,10.666666666666666,11,17,28,28
W4394782964,2024,2024-04-13,Soil Biology and Biochemistry,first,Environmental Chemistry,Environmental Science,Physical Sciences,review,en,journal,hybrid,0.9991999864578248,1,1,1,2,104,4520.0,4520.0,0.99764029,72,1,1,1,0,0,1,1,1,1,1,14.0,0.4826791286468506,0.703615665435791,1,3,0,14,184,53.0,72.0,24.0,24.0,20,49,69,69
W2991107927,2019,2019-11-27,Global Change Biology,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9980000257492064,5,1,5,5,45,4120.0,4120.0,0.92229829,66,1,1,1,0,0,1,1,1,0,1,13.0,0.44716949646289533,0.7366755604743958,1,2,0,12,263,1.0,6.0,2.0,2.0,1,4,5,5
W3167308845,2021,2021-06-11,Frontiers in Forests and Global Change,middle,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9965999722480774,4,1,4,3,70,1150.0,1150.0,0.97120955,65,1,1,1,1,1,1,0,0,0,1,17.0,0.48411869301515464,0.9520372152328491,1,2,0,9,285,17.0,31.0,10.333333333333334,10.333333333333334,7,13,20,20
W2943628665,2019,2019-05-02,CATENA,last,Environmental Chemistry,Environmental Science,Physical Sciences,article,en,journal,closed,0.9995999932289124,2,1,2,2,47,3580.0,,0.94970297,59,0,0,0,0,0,1,0,1,0,1,18.0,0.410852837893698,0.7357161641120911,1,2,0,17,0,9.0,16.0,5.333333333333333,5.333333333333333,5,6,11,11
W4308454272,2022,2022-11-07,Soil Biology and Biochemistry,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9979000091552734,2,2,2,2,54,4520.0,4520.0,0.96525936,49,1,1,1,0,0,1,1,1,0,1,17.0,0.4977904803612653,0.8140770196914673,1,1,0,14,296,9.0,20.0,6.666666666666667,6.666666666666667,8,11,19,19
W3014308432,2020,2020-04-04,Geoderma,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9975000023841858,4,1,4,2,86,2800.0,,0.92319621,44,0,0,0,0,1,1,0,1,0,1,14.0,0.4560185308967318,0.9320028424263,1,1,0,11,0,10.0,15.0,5.0,5.0,6,5,11,11
W3198294246,2021,2021-09-06,Geoderma,last,Environmental Chemistry,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9976000189781188,4,2,4,3,64,2800.0,2800.0,0.90766765,41,1,1,1,0,1,1,1,1,0,1,14.0,0.5155485378844398,0.9046473503112793,1,1,0,13,287,5.0,12.0,4.0,4.0,3,8,11,11
W2964654484,2019,2019-08-01,Plant and Soil,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9998000264167786,6,2,6,3,54,4390.0,,0.94004021,35,0,0,0,0,0,1,0,0,0,1,16.0,0.413079334422946,0.9731109142303467,1,1,0,14,0,3.0,6.0,2.0,2.0,3,2,5,5
W4389695050,2023,2023-12-13,Geoderma,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9995999932289124,2,1,2,3,67,2800.0,2800.0,0.96788219,34,1,1,1,1,1,1,1,1,0,1,10.0,0.5191335678100586,0.858421802520752,1,1,0,20,372,10.0,31.0,10.333333333333334,10.333333333333334,9,21,30,30
W4226210169,2022,2022-04-22,Biogeosciences,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9995999932289124,2,1,2,2,69,1628.0,1670.0,0.93631104,33,1,1,1,1,1,1,0,1,0,1,17.0,0.4114209904390223,0.722192645072937,1,1,0,22,424,10.0,24.0,8.0,8.0,5,12,17,17
W4282958838,2022,2022-06-15,Plant and Soil,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9991999864578248,24,11,24,9,48,4390.0,4390.0,0.95345479,30,1,1,1,0,0,1,1,0,0,1,16.0,0.49944897927343845,0.7698723077774048,1,0,0,20,213,10.0,18.0,6.0,6.0,7,8,15,15
W4384071941,2023,2023-07-12,Communications Earth & Environment,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9997000098228456,3,2,3,3,53,2440.0,2440.0,0.94564994,25,1,1,1,1,1,1,1,1,0,1,14.0,0.47291536203452517,0.710282027721405,1,0,0,15,211,7.0,21.0,7.0,7.0,4,10,14,14
W4379057308,2023,2023-06-01,Plant and Soil,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9994000196456908,9,6,9,2,46,4390.0,4390.0,0.89792153,16,1,1,1,0,0,1,1,0,0,0,13.0,0.5252501781170185,0.7932116985321045,1,5,0,22,246,5.0,12.0,4.0,4.0,1,6,7,7
W4409357555,2025,2025-04-11,Proceedings of the National Academy of Sciences,middle,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9991999864578248,51,20,51,11,93,,,0.98366899,10,1,1,1,0,0,1,1,0,0,1,12.0,0.5039920409520467,0.8359653949737549,1,0,0,9,244,10.0,10.0,3.3333333333333335,3.3333333333333335,10,0,10,10
W4410325138,2025,2025-05-13,Nature Ecology & Evolution,middle,Nature and Landscape Conservation,Environmental Science,Physical Sciences,article,en,journal,closed,0.9994000196456908,35,12,35,5,68,11690.0,,0.99622808,10,0,0,0,0,0,1,0,0,1,1,9.0,0.5181359814272987,0.8871402740478516,0,0,0,10,0,10.0,10.0,3.3333333333333335,3.3333333333333335,10,0,10,10
W3006315066,2020,2020-02-12,Geoderma,first,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9914000034332277,6,2,6,1,77,2800.0,,0.94936053,31,0,0,0,0,1,1,0,1,0,1,14.0,0.44749702300344196,0.9930438995361328,1,1,0,12,0,9.0,20.0,6.666666666666667,6.666666666666667,4,5,9,9
W3207567100,2021,2021-10-04,Geoderma,middle,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9972000122070312,7,3,7,2,93,2800.0,2800.0,0.91436395,26,1,1,1,0,1,1,1,0,0,1,16.0,0.45750599540770054,0.787397027015686,1,0,0,13,359,15.0,18.0,6.0,6.0,13,4,17,17
W3016704084,2020,2020-04-13,Journal of Plant Nutrition and Soil Science,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9998999834060668,5,1,5,1,40,3660.0,,0.93637137,24,0,0,0,0,0,1,0,0,0,1,13.0,0.47382327226492077,0.970829427242279,1,2,0,9,239,10.0,13.0,4.333333333333333,4.333333333333333,4,6,10,10
W4282584385,2022,2022-06-13,Geoderma,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9994000196456908,3,2,3,2,39,2800.0,2800.0,0.89943041,22,1,0,1,0,1,1,0,1,0,0,13.0,0.4497951819346501,0.8152084946632385,1,1,0,17,420,10.0,18.0,6.0,6.0,8,6,14,14
W4288452502,2022,2022-07-26,Journal of soil science and plant nutrition,last,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,1.0,2,2,2,3,79,2990.0,2990.0,0.94963853,22,1,1,1,0,0,1,1,0,0,1,14.0,0.5729034926210131,0.9601887464523315,1,2,0,17,258,7.0,15.0,5.0,5.0,4,9,13,13
W2804798431,2018,2018-05-26,Biogeochemistry,first,Pollution,Environmental Science,Physical Sciences,article,en,journal,closed,0.9861000180244446,2,1,2,3,33,3290.0,,0.79536496,20,0,0,0,0,0,1,0,1,0,0,13.0,0.44784664649229783,0.7506841421127319,1,1,0,8,0,7.0,15.0,5.0,5.0,5,7,12,12
W3201458092,2021,2021-09-22,Journal of Plant Nutrition and Soil Science,last,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,1.0,2,2,2,3,40,3660.0,3660.0,0.8968717,19,1,1,1,0,0,1,1,0,0,0,12.0,0.5528104603290558,0.9758327007293701,1,2,0,12,243,6.0,6.0,2.0,2.0,6,0,6,6
W3174253403,2021,2021-06-29,Frontiers in Forests and Global Change,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9864000082015992,9,2,9,6,62,1150.0,1150.0,0.84680934,14,1,1,1,1,1,1,1,0,0,0,15.0,0.500006761153539,0.8564009070396423,1,1,0,21,320,3.0,5.0,1.6666666666666667,1.6666666666666667,2,2,4,4
W4321458544,2023,2023-02-21,Biogeosciences,last,Ecology,Environmental Science,Physical Sciences,article,en,journal,gold,0.9994999766349792,3,2,3,2,58,1628.0,1432.0,0.90962894,13,1,1,1,1,1,1,1,1,0,1,18.0,0.4212736321820153,0.7484962940216064,1,2,0,12,276,7.0,11.0,3.6666666666666665,3.6666666666666665,3,5,8,8
W4386541586,2023,2023-09-08,Soil Biology and Biochemistry,middle,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.998199999332428,10,2,10,2,63,4520.0,4520.0,0.86574017,12,1,1,1,0,0,1,0,0,0,0,9.0,0.4965011841721005,0.8079291582107544,1,0,0,22,300,4.0,10.0,3.3333333333333335,3.3333333333333335,3,3,6,6
W4288535917,2022,2022-07-29,Journal of Sustainable Agriculture and Environment,last,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9998999834060668,3,2,3,4,47,2200.0,1847.0,0.868194,11,1,1,1,1,1,1,1,0,0,0,11.0,0.5766697471792047,0.9646661281585693,1,2,0,13,253,3.0,4.0,1.3333333333333333,1.3333333333333333,1,2,3,3
W3199618134,2021,2021-09-20,Biogeochemistry,first,Nature and Landscape Conservation,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9977999925613404,9,5,9,6,181,3290.0,3290.0,0.77945328,9,1,1,1,0,0,1,1,1,0,0,9.0,0.48318154944313896,0.883429765701294,1,2,0,10,173,2.0,3.0,1.0,1.0,1,2,3,3
W4402657645,2024,2024-09-19,Plant and Soil,first,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.984499990940094,1,1,1,2,37,4390.0,4390.0,0.94386473,8,1,1,1,0,0,1,1,1,0,1,10.0,0.4258164674043655,0.7517911195755005,0,0,0,16,250,6.0,8.0,2.6666666666666665,2.6666666666666665,4,4,8,8
W4406630120,2025,2025-01-21,Communications Biology,first,Nature and Landscape Conservation,Environmental Science,Physical Sciences,article,en,journal,gold,0.9990000128746032,28,12,28,9,59,2890.0,2890.0,0.99246161,8,1,1,1,1,1,1,1,1,1,1,20.0,0.47106668800115586,0.8623261451721191,1,1,0,15,160,8.0,8.0,2.6666666666666665,2.6666666666666665,5,1,6,6
W4381889690,2023,2023-06-24,Biogeochemistry,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9997000098228456,2,1,2,2,36,3290.0,3290.0,0.78986013,7,1,1,1,0,0,1,1,1,0,0,20.0,0.4175925001502037,0.8347058892250061,1,2,0,17,315,5.0,6.0,2.0,2.0,4,1,5,5
W4405063181,2024,2024-12-05,Geoderma,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9983000159263612,2,0,2,2,57,2800.0,2800.0,0.78725907,3,1,1,1,1,1,1,0,0,0,0,14.0,0.37277811978544506,0.7525984644889832,0,0,0,17,306,2.0,3.0,1.0,1.0,1,2,3,3
W4412071411,2025,2025-07-07,Soil Biology and Biochemistry,last,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9980000257492064,2,1,2,2,65,4520.0,4520.0,0.86540915,2,1,0,1,0,0,1,0,0,0,0,13.0,0.4451544536994054,0.6328420639038086,1,1,0,18,317,2.0,2.0,0.6666666666666666,0.6666666666666666,2,0,2,2
W4415686984,2025,2025-10-30,European Journal of Soil Science,last,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.399399995803833,2,1,2,2,66,4400.0,4400.0,0.81934573,1,1,1,1,0,0,1,1,1,0,0,7.0,0.5625714361667633,0.8073999881744385,0,0,0,12,293,1.0,1.0,0.3333333333333333,0.3333333333333333,1,0,1,1
W3047789488,2020,2020-08-07,Frontiers in Forests and Global Change,middle,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9977999925613404,8,1,8,2,51,1150.0,1155.0,0.81464251,13,1,1,1,1,1,1,1,0,0,0,18.0,0.48353158599800533,0.8644629716873169,1,0,0,14,270,2.0,6.0,2.0,2.0,0,5,5,5
W3089238787,2020,2020-09-25,Frontiers in Forests and Global Change,middle,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9972000122070312,4,2,4,5,90,1150.0,1150.0,0.82825892,13,1,1,1,1,1,1,1,0,0,0,11.0,0.5743405358357863,0.9297505617141724,2,3,0,23,350,2.0,7.0,2.3333333333333335,2.3333333333333335,1,4,5,5
W3196997589,2021,2021-09-08,Biogeochemistry,first,Civil and Structural Engineering,Engineering,Physical Sciences,article,en,journal,hybrid,0.9987999796867372,2,2,2,2,60,3290.0,3290.0,0.78730137,11,1,0,1,0,0,1,1,1,0,0,9.0,0.4971698224544525,0.9615387916564941,1,2,0,12,349,5.0,8.0,2.6666666666666665,2.6666666666666665,2,5,7,7
W4296480766,2022,2022-09-21,Nutrient Cycling in Agroecosystems,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9990000128746032,3,2,3,3,77,3490.0,3490.0,0.86286391,10,1,1,1,0,0,1,1,0,0,0,15.0,0.4635236660639445,0.7478410005569458,1,2,0,11,256,4.0,7.0,2.3333333333333335,2.3333333333333335,3,3,6,6
